ID,True Label,Predicted Label,Token
61,O,O,you
61,O,O,see
61,O,O,the
61,O,B-ORG,Road
61,O,I-ORG,Chief
61,O,O,from
61,O,O,behind
61,O,O,","
61,O,O,the
61,O,O,perfectly
61,O,O,converging
61,O,O,lines
61,O,O,of
61,O,O,rivets
61,O,O,and
61,O,O,the
61,O,O,pair
61,O,O,of
61,O,O,brass
61,O,O,-
61,O,O,screened
61,O,O,windows
61,O,O,","
61,O,O,looking
61,O,O,like
61,O,O,the
61,O,O,eye
61,O,O,holes
61,O,O,of
61,O,O,a
61,O,O,medieval
61,O,O,helmet
61,O,O,.
62,O,O,.
62,O,O,By
62,B-PER,B-PER,Renee
62,I-PER,I-PER,Maltezou
62,O,O,and
62,B-PER,B-PER,Robert
62,I-PER,O,-
62,I-PER,B-PER,Jan
62,I-PER,I-PER,Bartunek
62,B-LOC,B-LOC,ATHENS
62,O,O,(
62,B-ORG,B-ORG,Reuters
62,O,O,)
62,O,O,-
62,B-LOC,B-LOC,Greece
62,O,O,made
62,O,O,last
62,O,O,-
62,O,O,minute
62,O,O,overtures
62,O,O,to
62,O,O,its
62,O,O,international
62,O,O,creditors
62,O,O,for
62,O,O,financial
62,O,O,aid
62,O,O,on
62,O,O,Tuesday
62,O,O,","
62,O,O,but
62,O,O,it
62,O,O,was
62,O,O,not
62,O,O,enough
62,O,O,to
62,O,O,save
62,O,O,the
62,O,O,country
62,O,O,from
62,O,O,becoming
62,O,O,the
62,O,O,first
62,O,B-ORG,developed
62,O,I-ORG,economy
62,O,I-ORG,to
62,O,O,default
62,O,O,on
62,O,O,a
62,O,O,loan
62,O,O,with
62,O,O,the
62,B-ORG,O,International
62,I-ORG,O,Monetary
62,I-ORG,O,Fund
62,O,O,.
63,O,O,As
63,O,O,of
63,O,B-DATE,February
63,O,I-DATE,12
63,O,O,","
63,O,B-DATE,2015
63,O,O,","
63,B-ORG,B-ORG,LifePoint
63,I-ORG,I-ORG,Health
63,I-ORG,O,","
63,I-ORG,I-ORG,Inc
63,O,O,.
63,O,O,operated
63,O,O,65
63,O,O,hospitals
63,O,O,campuses
63,O,O,in
63,O,B-LOC,21
63,O,O,states
63,O,O,.
64,B-LOC,B-LOC,Beijing
64,O,O,","
64,O,B-MISC,Arabic
64,O,O,funds
64,O,O,","
64,O,O,and
64,O,O,private
64,O,O,donors
64,O,O,will
64,O,O,finance
64,O,O,the
64,O,O,project
64,O,O,","
64,O,O,the
64,O,O,newspapers
64,O,O,stated
64,O,O,.
65,O,O,Headquartered
65,O,O,in
65,B-LOC,B-LOC,San
65,I-LOC,I-LOC,Francisco
65,O,O,with
65,O,O,an
65,O,O,office
65,O,O,in
65,B-LOC,B-LOC,Washington
65,I-LOC,O,","
65,I-LOC,I-LOC,DC
65,O,O,","
65,O,O,the
65,O,O,company
65,O,O,serves
65,O,O,customers
65,O,O,around
65,O,O,the
65,O,O,world
65,O,O,.
66,B-ORG,B-ORG,American
66,I-ORG,I-ORG,Express
66,O,O,fell
66,O,O,2.5
66,O,O,percent
66,O,O,to
66,O,O,$
66,O,O,77.01
66,O,O,after
66,O,O,its
66,O,O,revenue
66,O,O,missed
66,O,O,expectations
66,O,O,","
66,O,O,while
66,O,O,diversified
66,O,B-ORG,manufacturer
66,B-ORG,O,3M
66,O,O,was
66,O,O,down
66,O,O,3.8
66,O,O,percent
66,O,O,at
66,O,O,$
66,O,O,149.50
66,O,O,after
66,O,O,cutting
66,O,O,its
66,O,O,full
66,O,O,-
66,O,O,year
66,O,O,forecast
66,O,O,.
67,O,O,""""
67,O,O,Direct
67,O,O,financial
67,O,O,spillovers
67,O,O,include
67,O,O,a
67,O,O,possibly
67,O,O,adverse
67,O,O,impact
67,O,O,on
67,O,O,the
67,O,O,asset
67,O,O,quality
67,O,O,of
67,O,O,at
67,O,O,least
67,O,O,$
67,O,O,800
67,O,O,billion
67,O,O,of
67,O,O,cross
67,O,O,-
67,O,O,border
67,O,O,bank
67,O,O,exposures
67,O,O,","
67,O,O,""""
67,O,B-ORG,the
67,O,O,Fund
67,O,O,report
67,O,O,said
67,O,O,.
68,O,O,The
68,O,O,visit
68,O,O,there
68,O,O,was
68,O,O,to
68,O,O,acquaint
68,O,O,herself
68,O,O,with
68,O,O,activities
68,O,O,at
68,O,B-ORG,the
68,B-ORG,I-ORG,Firestone
68,I-ORG,O,Company
68,O,O,in
68,O,B-LOC,lower
68,B-LOC,I-LOC,Margibi
68,I-LOC,O,County
68,O,O,.
69,O,O,Another
69,O,O,grilling
69,B-ORG,B-ORG,Invesco
69,O,O,","
69,B-ORG,B-ORG,Transfield
69,O,O,'s
69,O,O,second
69,O,O,largest
69,O,O,shareholder
69,O,O,with
69,O,O,an
69,O,O,8.5
69,O,O,per
69,O,O,cent
69,O,O,stake
69,O,O,worth
69,O,O,roughly
69,O,O,$
69,O,O,48
69,O,O,million
69,O,O,","
69,O,O,is
69,O,O,also
69,O,O,listed
69,O,O,as
69,O,O,one
69,O,O,of
69,O,B-ORG,HESTA
69,O,O,'s
69,O,B-LOC,Australian
69,O,O,equity
69,O,O,managers
69,O,O,.
70,O,O,(
70,O,O,EURCHF
70,O,O,=
70,O,O,)
71,O,B-MISC,Australian
71,O,O,toddlers
71,O,O,are
71,O,O,-
71,O,O,they
71,O,O,'re
71,O,O,earning
71,O,O,about
71,O,O,$
71,O,O,5
71,O,O,-
71,O,O,a
71,O,O,-
71,O,O,week
71,O,O,on
71,O,O,average
71,O,O,in
71,O,O,pocket
71,O,O,money
71,O,O,each
71,O,O,week
71,O,O,.
72,O,O,It
72,O,O,'s
72,O,O,still
72,O,O,too
72,O,O,early
72,O,O,to
72,O,O,see
72,O,O,any
72,O,O,benefits
72,O,O,from
72,O,O,the
72,O,O,investments
72,O,O,in
72,O,O,the
72,O,O,petrochemical
72,O,O,industry
72,O,O,that
72,O,O,are
72,O,O,n't
72,O,O,likely
72,O,O,to
72,O,O,show
72,O,O,up
72,O,O,until
72,O,O,2017
72,O,O,or
72,O,O,2018
72,O,O,","
72,O,O,when
72,O,O,a
72,O,O,couple
72,O,O,of
72,O,O,billion
72,O,O,-
72,O,O,dollar
72,O,O,plants
72,O,O,come
72,O,O,on
72,O,O,line
72,O,O,.
73,O,O,At
73,O,O,the
73,O,O,same
73,O,O,time
73,O,O,margins
73,O,O,improved
73,O,O,as
73,B-ORG,B-ORG,Aldermore
73,O,O,kept
73,O,O,its
73,O,O,own
73,O,O,costs
73,O,O,down
73,O,O,its
73,O,O,net
73,O,O,interest
73,O,O,margin
73,O,O,expanded
73,O,O,to
73,O,O,3.6
73,O,O,pc
73,O,O,.
74,O,O,Should
74,O,O,i
74,O,O,invest
74,O,O,in
74,O,O,senior
74,O,O,citizen
74,O,O,scheme
74,O,O,of
74,B-ORG,B-ORG,LIC
74,O,O,?
75,O,O,Local
75,O,O,giants
75,B-ORG,B-ORG,BHP
75,O,O,and
75,B-ORG,B-ORG,Rio
75,O,O,both
75,O,O,yielded
75,O,O,just
75,O,O,over
75,O,O,3
75,O,O,per
75,O,O,cent
75,O,B-LOC,in
75,O,O,Australian
75,O,O,trade
75,O,O,on
75,O,O,Wednesday
75,O,O,.
76,O,O,result
76,O,O,this
76,O,O,is
76,O,O,#
76,O,O,1
76,O,O,priority
76,O,O,for
76,O,B-ORG,CIO
76,O,O,’s
76,O,O,to
76,O,O,meet
76,O,O,their
76,O,O,objectives
76,O,O,.
77,O,O,What
77,O,O,are
77,O,O,the
77,O,O,best
77,O,O,data
77,O,O,warehouse
77,O,O,solutions
77,O,O,for
77,O,O,each
77,O,O,industry
77,O,O,?
78,B-ORG,B-ORG,PIEtech
78,I-ORG,O,","
78,I-ORG,B-ORG,Inc
78,I-ORG,O,.
78,O,O,","
78,O,O,developer
78,O,O,of
78,O,O,industry
78,O,B-ORG,leading
78,B-ORG,O,MoneyGuidePro®
78,O,O,financial
78,O,O,planning
78,O,O,software
78,O,O,","
78,O,O,was
78,O,O,chosen
78,O,O,to
78,O,O,receive
78,O,O,the
78,O,O,Advisor
78,O,O,Satisfaction
78,O,O,Award
78,O,B-ORG,at
78,O,I-ORG,the
78,O,I-ORG,recent
78,B-ORG,I-ORG,TD
78,I-ORG,I-ORG,Ameritrade
78,O,O,Institutional
78,O,O,Technology
78,O,O,Summit
78,O,O,.
79,O,O,Reporters
79,O,O,tend
79,O,O,to
79,O,O,be
79,O,O,really
79,O,O,good
79,O,O,at
79,O,O,gathering
79,O,O,data
79,O,O,and
79,O,O,coming
79,O,O,up
79,O,O,with
79,O,O,some
79,O,O,story
79,O,O,related
79,O,O,to
79,O,O,statistics
79,O,O,.
80,O,O,“
80,O,O,I
80,O,O,’d
80,O,O,probably
80,O,O,place
80,O,O,him
80,O,O,right
80,O,O,in
80,O,O,the
80,O,O,middle
80,O,O,along
80,O,O,with
80,B-PER,B-PER,Rick
80,I-PER,I-PER,Santorum
80,O,O,","
80,O,O,”
80,O,O,said
80,O,O,political
80,O,B-PER,analyst
80,B-PER,I-PER,Josh
80,I-PER,O,Stockley
80,O,O,of
80,O,B-ORG,the
80,B-ORG,O,University
80,I-ORG,B-LOC,of
80,I-ORG,O,Louisiana
80,O,B-LOC,at
80,B-LOC,O,Monroe
80,O,O,’s
80,O,O,.
81,O,O,All
81,O,O,loans
81,O,O,above
81,O,O,the
81,O,O,$
81,O,O,2000
81,O,O,","
81,O,O,12
81,O,O,-
81,O,O,month
81,O,O,limit
81,O,O,are
81,O,O,subject
81,O,O,to
81,O,O,a
81,O,O,cap
81,O,O,of
81,O,O,48
81,O,O,per
81,O,O,cent
81,O,O,interest
81,O,O,","
81,O,O,but
81,O,O,there
81,O,O,are
81,O,O,no
81,O,O,restrictions
81,O,O,on
81,O,O,recipients
81,O,O,.
82,O,O,On
82,O,O,the
82,O,O,broader
82,O,B-ORG,STOXX
82,O,O,600
82,O,O,index
82,O,O,","
82,O,O,the
82,O,O,biggest
82,O,O,rise
82,O,O,came
82,O,B-ORG,from
82,B-ORG,O,TF1
82,O,O,.
83,O,O,""""
83,O,O,Experience
83,O,O,shows
83,O,O,us
83,O,O,that
83,O,O,tax
83,O,O,and
83,O,O,budget
83,O,O,reform
83,O,O,can
83,O,O,be
83,O,O,achieved
83,O,O,","
83,O,O,but
83,O,O,it
83,O,O,will
83,O,O,require
83,O,O,a
83,O,O,degree
83,O,O,of
83,O,O,vision
83,O,O,","
83,O,O,consensus
83,O,O,and
83,O,O,bi-partisanship
83,O,O,","
83,O,O,starting
83,O,O,with
83,O,O,our
83,O,O,political
83,O,O,leaders
83,O,O,","
83,O,O,""""
83,O,O,she
83,O,O,said
83,O,O,.
84,O,O,The
84,O,O,company
84,O,O,'s
84,O,O,second
84,O,O,-
84,O,O,quarter
84,O,O,2015
84,O,O,earnings
84,O,O,report
84,O,O,","
84,O,O,issued
84,O,O,at
84,O,O,the
84,O,O,end
84,O,O,of
84,O,O,July
84,O,O,","
84,O,O,was
84,O,O,an
84,O,O,emphatic
84,O,O,statement
84,O,O,that
84,O,O,there
84,O,O,'s
84,O,O,still
84,O,O,vigorous
84,O,O,growth
84,O,O,in
84,O,O,the
84,O,O,fast
84,O,O,-
84,O,O,food
84,O,O,industry
84,O,O,for
84,O,O,companies
84,O,O,that
84,O,O,can
84,O,O,find
84,O,O,the
84,O,O,right
84,O,O,formula
84,O,O,.
85,O,O,Is
85,O,O,there
85,O,O,any
85,O,O,other
85,O,O,investment
85,O,O,option
85,O,O,?
86,B-PER,B-PER,Pete
86,I-PER,I-PER,Schroeder
86,O,O,:
86,B-ORG,B-ORG,Congress
86,O,O,may
86,O,O,have
86,O,O,a
86,O,O,few
86,O,O,more
86,O,O,weeks
86,O,O,to
86,O,O,hammer
86,O,O,out
86,O,O,a
86,O,O,debt
86,O,O,limit
86,O,O,agreement
86,O,O,than
86,O,O,once
86,O,O,thought
86,O,O,","
86,O,O,according
86,O,O,to
86,O,O,new
86,O,O,outside
86,O,O,analysis
86,O,O,.
87,O,O,At
87,O,O,the
87,O,O,time
87,O,O,of
87,O,O,this
87,O,O,writing
87,O,O,","
87,B-ORG,B-ORG,3D
87,I-ORG,I-ORG,Systems
87,O,O,(
87,B-ORG,O,NYSE
87,O,O,:
87,B-ORG,O,DDD
87,O,O,)
87,O,O,is
87,O,O,worth
87,O,O,about
87,O,O,$
87,O,O,200
87,O,O,million
87,O,O,more
87,O,B-ORG,than
87,B-ORG,O,Stratasys
87,O,O,(
87,O,O,NASDAQ
87,O,O,:
87,B-ORG,O,SSYS
87,O,O,)
87,O,O,.
88,O,O,“
88,O,O,It
88,O,O,’s
88,O,O,got
88,O,O,a
88,O,O,long
88,O,O,runway
88,O,O,","
88,O,O,”
88,B-PER,B-PER,Reuss
88,O,O,says
88,O,O,of
88,O,O,EV
88,O,O,technology
88,O,O,in
88,O,O,the
88,O,O,video
88,O,O,above
88,O,O,.
89,O,O,Meanwhile
89,O,O,","
89,O,O,Former
89,O,O,presidential
89,O,O,candidate
89,B-PER,B-PER,Michele
89,I-PER,I-PER,Bachmann
89,O,O,said
89,O,O,that
89,B-PER,B-PER,Jindal
89,O,O,won
89,O,O,the
89,O,O,yesterday
89,O,O,night
89,O,O,debate
89,O,O,.
90,O,O,And
90,O,O,the
90,O,O,table
90,O,O,below
90,O,O,shows
90,O,O,just
90,O,O,that
90,O,O,.
91,O,O,""""
91,O,O,Investors
91,O,O,are
91,O,O,pretty
91,O,O,nervous
91,O,O,ahead
91,O,O,of
91,O,O,the
91,B-ORG,B-ORG,Fed
91,O,O,meeting
91,O,O,","
91,O,O,""""
91,O,O,said
91,B-PER,B-PER,Philippe
91,I-PER,I-PER,Gijsels
91,O,O,","
91,O,O,head
91,O,O,of
91,O,O,research
91,O,B-ORG,at
91,B-ORG,I-ORG,BNP
91,I-ORG,I-ORG,Paribas
91,I-ORG,I-ORG,Fortis
91,I-ORG,I-ORG,Global
91,I-ORG,O,Markets
91,O,B-LOC,in
91,B-LOC,O,Brussels
91,O,O,.
92,O,O,We
92,O,B-ORG,Fools
92,O,O,may
92,O,O,not
92,O,O,all
92,O,O,hold
92,O,O,the
92,O,O,same
92,O,O,opinions
92,O,O,","
92,O,O,but
92,O,O,we
92,O,O,all
92,O,O,believe
92,O,O,that
92,O,O,considering
92,O,O,a
92,O,O,diverse
92,O,O,range
92,O,O,of
92,O,O,insights
92,O,O,makes
92,O,O,us
92,O,O,better
92,O,O,investors
92,O,O,.
93,O,O,Photo
93,O,O,:
93,B-ORG,B-ORG,Fairfax
93,I-ORG,O,Photo
93,I-ORG,O,Library
94,O,O,For
94,O,O,instance
94,O,O,","
94,B-ORG,B-ORG,3D
94,I-ORG,I-ORG,Systems
94,O,O,technologies
94,O,O,can
94,O,O,3D
94,O,O,-
94,O,O,print
94,O,O,with
94,O,O,metal
94,O,O,","
94,O,O,sugar
94,O,O,","
94,O,O,and
94,O,O,ceramic
94,O,O,--
94,O,O,all
94,O,O,areas
94,O,B-ORG,where
94,B-ORG,O,Stratasys
94,O,O,does
94,O,O,n't
94,O,O,compete
94,O,O,.
95,O,O,The
95,B-ORG,B-ORG,Economist
95,O,O,is
95,O,O,calling
95,O,O,it
95,O,O,""""
95,O,O,transformative
95,O,O,""""
95,O,O,...
96,B-LOC,B-LOC,Bahrain
96,O,O,oil
96,O,O,and
96,O,O,gas
96,O,O,reserves
96,O,O,","
96,O,O,replacement
96,O,O,ratios
96,O,O,","
96,O,O,proven
96,O,O,volumes
96,O,O,along
96,O,O,with
96,O,O,detailed
96,O,O,insights
96,O,O,into
96,O,O,the
96,O,O,role
96,O,O,of
96,B-LOC,B-LOC,Bahrain
96,O,O,in
96,O,O,region
96,O,O,and
96,O,O,global
96,O,O,upstream
96,O,O,markets
96,O,O,is
96,O,O,provided
96,O,O,in
96,O,O,detail
96,O,O,.
97,O,O,i
97,O,O,Phone
97,O,O,revenue
97,O,O,grew
97,O,O,by
97,O,O,a
97,O,O,strong
97,O,O,59
97,O,O,%
97,O,O,to
97,O,O,$
97,O,O,31.4
97,O,O,billion
97,O,O,.
98,O,O,It
98,O,O,was
98,O,O,equivalent
98,O,O,to
98,O,O,4.18
98,O,O,percent
98,O,O,of
98,O,O,GDP
98,O,O,","
98,O,O,down
98,O,O,from
98,O,O,4.34
98,O,O,percent
98,O,O,in
98,O,O,the
98,O,O,previous
98,O,O,month
98,O,O,.
99,O,O,Personally
99,O,O,I
99,O,O,feel
99,O,O,a
99,O,O,bit
99,O,O,scared
99,O,O,.
